Uniprot,UP000008458,NA,NA,ahos
Uniprot,UP000002207,NA,NA,acid
Uniprot,UP000007819,NA,NA,apis
Uniprot,UP000007879,NA,NA,aque
Uniprot,UP000000798,NA,NA,aaeo
Uniprot,UP000006548,NA,NA,atha
Ebi,gmorYale,VectorBase,build_54,gmor
Ebi,iscaPalLabHiFi,VectorBase,build_59,iscp
Ebi,phumUSDA,VectorBase,build_49,phum
EuPath,Neurospora discreta FGSC 8579,FungiDB,fungidb,ndis
